doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_index,scene,source,target,relation_type_raw,relation_type,weight,evidence,evidence_line_ids,derived_by,llm_confidence
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,龙套,司马师,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,龙套,司马昭,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,龙套,报子,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马师,司马昭,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马师,龙套,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马师,报子,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马昭,龙套,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马昭,报子,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。报子上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,众人,赵云,同场共现,同场共现,1,（众人同允。四上手引赵云同上，两下会阵。）,,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马懿,赵云,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,龙套,赵云,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马师,赵云,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马昭,赵云,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,赵云,龙套,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马懿,龙套,同场共现,同场共现,2,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马懿,司马师,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马懿,司马昭,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,龙套,司马师,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,龙套,司马昭,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马师,司马昭,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马师,龙套,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马昭,龙套,同场共现,同场共现,1,（四龙套、司马懿、司马师、司马昭同上。）,pdf_01000000__01001001___b0ac065467__line__000235,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,旗牌,诸葛亮,汇报,汇报,1,献地理图，奉王将军所差,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,报子,诸葛亮,汇报,汇报,3,三次报信：马谡失街亭、司马懿复夺西城、大兵离西城四十余里,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,诸葛亮,旗牌,命令,命令,1,命旗牌去列柳城调赵老将,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,诸葛亮,老军,命令,命令,2,命老军打开四门，打扫街道，不要害怕,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,诸葛亮,童儿,命令,命令,1,命童儿带定瑶琴美酒随往敌楼,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,诸葛亮,马谡,评价,评价,1,悔不听先帝之言，错用马谡,pdf_01000000__01001001___b0ac065467__line__000133,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,1,【第一场】,诸葛亮,司马懿,提及,提及,1,称赞司马用兵如神，令人可敬,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,2,【第二场】,司马懿,司马师,命令,命令,1,父子同行，司马懿为主帅,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,2,【第二场】,司马懿,司马昭,命令,命令,1,父子同行，司马懿为主帅,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,4,【第四场】,诸葛亮,司马懿,试探,试探,5,诸葛亮在城楼抚琴并唱词邀请司马懿进城,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,4,【第四场】,司马懿,诸葛亮,评价,评价,4,司马懿说孔明平生谨慎，从不弄险,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,4,【第四场】,司马昭,司马懿,劝阻,劝阻,3,司马昭建议杀进城，被司马懿制止,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,4,【第四场】,诸葛亮,赵云,命令,命令,4,诸葛亮命赵云抵挡一阵以防司马懿复来,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,司马懿,赵云,对抗,对抗,1,司马懿见赵云后立即收兵,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,报子,司马懿,汇报,汇报,1,报子报告西城为空城,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马懿,司马昭,评价,评价,1,司马懿对司马昭说：我说是实城，你们说是空城。,,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,司马懿,诸葛亮,评价,评价,2,司马懿说：诸葛亮呀，你的胆也太大了！司马懿呀，你的胆也就太小了！看将起来，司马不如亮也。,pdf_01000000__01001001___b0ac065467__line__000145,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,杨继业,杨延昭,对话/应答,对话,1,听谯楼打罢了三更时分，,pdf_01000000__01001002___575bd35247__line__000055,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,杨延昭,杨继业,对话/应答,对话,1,"猛抬头又只见去世爹尊。曾记得两狼山何等光景,哪有个人死后又能复生。父子们重相逢犹如破镜,",pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,杨继业,家院,对话/应答,对话,1,"我的儿休贪睡细听分明:儿前番盗父的尸骸回郡,这都是萧天佐弄假成真。父尸骸在北国洪羊洞,望乡台第三层那才是真。父本当与我儿多把话论,怕的是天明亮难以回程。",pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,家院,杨延昭,对话/应答,对话,1,元帅醒来。,pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,杨延昭,家院,对话/应答,对话,1,"适才间遇我父来到宋营,醒来时不由我遍体汗淋。",pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,家院,孟良,对话/应答,对话,1,孟二爷进帐。,pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,孟良,杨延昭,对话/应答,对话,7,"不听皇王诏宣,单听杨家令传。",pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,杨延昭,孟良,对话/应答,对话,7,"贤弟少礼,请坐。",pdf_01000000__01001002___575bd35247__line__000057,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,家院,焦赞,对话/应答,对话,3,乃是假的。,pdf_01000000__01001002___575bd35247__line__000081,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,焦赞,家院,对话/应答,对话,2,真的呢?,pdf_01000000__01001002___575bd35247__line__000057；pdf_01000000__01001002___575bd35247__line__000081,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,焦赞,孟良,提及,提及,1,"元帅做事差又差,差了孟良不差咱。家院带过爷的马,这场功劳岂让他。",pdf_01000000__01001002___575bd35247__line__000081,mention,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,孟良,程宣,对话/应答,对话,6,呔!你可是奸细?,pdf_01000000__01001002___575bd35247__line__000103,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,程宣,孟良,对话/应答,对话,6,"爷爷饶命,我不是奸细,我是这里的更夫。",pdf_01000000__01001002___575bd35247__line__000103,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,孟良,焦赞,对话/应答,对话,1,"等你孟二爷回来,将你带回南朝。",pdf_01000000__01001002___575bd35247__line__000105,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,焦赞,程宣,对话/应答,对话,2,呔!可曾看见一红脸大汉过去?,pdf_01000000__01001002___575bd35247__line__000105,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,程宣,焦赞,对话/应答,对话,1,方才过去。,pdf_01000000__01001002___575bd35247__line__000105,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,7,【第七场】,孟良,程宣,对话/应答,对话,1,"且住,焦赞一死,叫我有何脸面,去见元帅。也罢,不免拜谢圣恩,寻个自尽了罢。",pdf_01000000__01001002___575bd35247__line__000111,adjacency,
