doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,theme_label,weight,evidence,derived_by
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,忠义,9,杨继业以鬼魂身份登场，念白表明其忠魂不灭，为后续剧情铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,使命,3,孟良独自上场，准备执行任务，为后续剧情发展做铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,悲情,3,孟良因误杀焦赞而羞愧自刎，程宣掩埋二人后，骑走两匹马离去。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,情爱,3,家院告知焦赞，孟良所盗骨殖为假，真骨在洪羊洞望乡台。焦赞不满元帅只派孟良，假称染病，私自前往争功。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,争功,1,家院告知焦赞，孟良所盗骨殖为假，真骨在洪羊洞望乡台。焦赞不满元帅只派孟良，假称染病，私自前往争功。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,亲情,1,焦赞独自上场，未见其他角色，本场为简短过渡，未展开具体情节或冲突。,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,宫廷,1,赵德芳在太监簇拥下登场，为后续剧情铺垫，未见明显冲突或推进。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,家国,1,焦赞独自上场，未见其他角色，本场为简短过渡，未展开具体情节或冲突。,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,幽冥,1,杨继业以鬼魂身份登场，念白表明其忠魂不灭，为后续剧情铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,战争,1,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,托梦,1,杨延昭梦父杨继业托兆，告知前次盗骨为假，真骨在洪羊洞望乡台第三层，遂命孟良二下番营盗骨。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,权力,1,赵德芳在太监簇拥下登场，为后续剧情铺垫，未见明显冲突或推进。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,牺牲,1,程宣送来孟良盗取的令公尸骨，并告知孟良误杀焦赞后自刎洪羊洞，杨延昭闻讯悲痛呕血。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,盗骨,1,杨延昭梦父杨继业托兆，告知前次盗骨为假，真骨在洪羊洞望乡台第三层，遂命孟良二下番营盗骨。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,离散,1,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,羞愧,1,孟良因误杀焦赞而羞愧自刎，程宣掩埋二人后，骑走两匹马离去。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,身份认同,1,孟良盘问更夫程宣，得知洪羊洞位置，并承诺带其回南朝。焦赞随后追来，程宣怀疑其欲害孟良，决定从小道报信。,llm
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,亲情,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,公案,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,喜剧,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,家国,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,忠义,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,情爱,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,战争,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,权谋,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,离散,1,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,公案,3,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,因果报应,2,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,亲情,1,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,幽冥,1,张别古带乌盆到公堂告状，包拯起初不信乌盆说话，后经张别古转述，得知乌盆冤魂被门神所阻，包拯赏纸钱后，乌盆显灵陈述冤情，包拯下令传赵大夫妻到案。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,权谋,1,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,求助,1,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,离散,1,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,贫富对比,1,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,忠义,2,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,亲情,1,# 《打鼓骂曹》 （一名：《群臣宴》）,keyword
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,士人尊严,1,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,怀才不遇,1,祢衡登场，以引子抒发怀才不遇、看破兴亡的感慨，为后续骂曹铺垫孤傲性格与愤世情绪。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,愤世嫉俗,1,祢衡登场，以引子抒发怀才不遇、看破兴亡的感慨，为后续骂曹铺垫孤傲性格与愤世情绪。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,智勇抗争,1,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,权力压制,1,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,权谋,1,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,羞辱与反抗,1,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,忠义,3,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,权谋,3,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,亲情,1,# 《捉放曹》；# （一名：《中牟县》；一名：《陈宫计》）,keyword
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,公案,1,# 《捉放曹》；# （一名：《中牟县》；一名：《陈宫计》）,keyword
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,家国,1,# 《捉放曹》；# （一名：《中牟县》；一名：《陈宫计》）,keyword
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,悲情,1,曹操与陈宫路遇吕伯奢，被邀至庄中。吕伯奢外出沽酒，曹操疑其告密，不顾陈宫劝阻，执意提剑欲杀吕家满门。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,权力与道德,1,曹操误杀吕伯奢全家，陈宫劝阻无效，曹操又杀吕伯奢灭口，陈宫心生悔意，二人投宿客店，陈宫独思曹操奸诈。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,猜疑,1,曹操与陈宫路遇吕伯奢，被邀至庄中。吕伯奢外出沽酒，曹操疑其告密，不顾陈宫劝阻，执意提剑欲杀吕家满门。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,疑心与误杀,1,曹操误杀吕伯奢全家，陈宫劝阻无效，曹操又杀吕伯奢灭口，陈宫心生悔意，二人投宿客店，陈宫独思曹操奸诈。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,离散,1,# 《捉放曹》；# （一名：《中牟县》；一名：《陈宫计》）,keyword
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,英雄相惜,1,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,战争,4,黑水国造反逼近，邓伯道决定携弟妇金氏及二子逃往潼关，将家财托付众家丁，全家拜别后匆忙离去。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,亲情,3,邓伯道一家逃难途中，翻山越岭，遭遇番兵追击，金氏被风旗卷走，众人失散，危机加剧。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,忠义,2,黑水国造反逼近，邓伯道决定携弟妇金氏及二子逃往潼关，将家财托付众家丁，全家拜别后匆忙离去。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,悲情,2,邓伯道携二子祭奠亡弟，坟前哀悼时突闻黑水国造反，祸事临头，仓促返家。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,情爱,2,邓伯道携二子祭奠亡弟，坟前哀悼时突闻黑水国造反，祸事临头，仓促返家。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,离散,2,邓伯道为保侄儿邓方，忍痛将亲子邓元绑在桑树上并留下血书，携侄儿逃难。金氏逃脱贼兵后救下邓元，二人相认并决定投奔潼关。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,使命,1,黑水国造反逼近，邓伯道决定携弟妇金氏及二子逃往潼关，将家财托付众家丁，全家拜别后匆忙离去。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,侵略,1,番王石勒率军一路斩关夺寨，抵达文水县，下令巴都鲁继续进攻，展现其侵略势头。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,家国,1,# 《桑园寄子》（一名：《黑水国》）,keyword
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,权谋,1,# 《桑园寄子》（一名：《黑水国》）,keyword
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,舍己为人,1,邓伯道为保侄儿邓方，忍痛将亲子邓元绑在桑树上并留下血书，携侄儿逃难。金氏逃脱贼兵后救下邓元，二人相认并决定投奔潼关。,llm
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,苦难,1,邓伯道一家逃难途中，翻山越岭，遭遇番兵追击，金氏被风旗卷走，众人失散，危机加剧。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,亲情,3,刘备与刘璋在城门口相遇，二人互相谦让后携手入城，表面和睦但暗藏紧张。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,忠义,3,刘璋得知马超降刘备攻成都，欲让西川。刘玉与王累劝阻，刘玉登城与马超对峙，被马超射死，王累下令守城。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,战争,3,刘璋得知马超降刘备攻成都，欲让西川。刘玉与王累劝阻，刘玉登城与马超对峙，被马超射死，王累下令守城。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,情爱,2,# 《取成都》；# （一名：《石伏岩》）,keyword
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,仁政与暴虐,1,马超劝降刘璋，刘璋以分土相诱拒绝；马超放火烧民房逼降，刘璋为百姓安危决定开城，王累劝阻无效。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,同宗相残,1,刘璋质问刘备带兵入成都，诸葛亮与四将威逼刘璋让印，刘璋被迫交出成都，刘备假意安抚并安排其前往荆州。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,投降与抵抗,1,刘璋得知马超降刘备攻成都，欲让西川。刘玉与王累劝阻，刘玉登城与马超对峙，被马超射死，王累下令守城。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,权力与牺牲,1,马超劝降刘璋，刘璋以分土相诱拒绝；马超放火烧民房逼降，刘璋为百姓安危决定开城，王累劝阻无效。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,权力争夺,1,刘璋质问刘备带兵入成都，诸葛亮与四将威逼刘璋让印，刘璋被迫交出成都，刘备假意安抚并安排其前往荆州。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,权谋,1,刘备与刘璋在城门口相遇，二人互相谦让后携手入城，表面和睦但暗藏紧张。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,虚伪和睦,1,刘备与刘璋在城门口相遇，二人互相谦让后携手入城，表面和睦但暗藏紧张。,llm
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,被迫屈服,1,刘璋质问刘备带兵入成都，诸葛亮与四将威逼刘璋让印，刘璋被迫交出成都，刘备假意安抚并安排其前往荆州。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,亲情,4,江氏被韩员外送回，吴惠泉得知韩员外烧毁婚书、退还聘礼并赠银百两，夫妻感激，准备前去叩谢。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,情爱,4,韩廷凤新婚之夜发现新娘江氏因丈夫病重被迫卖身，心生怜悯，退还婚书并赠银百两，送其回家团聚。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,善行,2,江氏被韩员外送回，吴惠泉得知韩员外烧毁婚书、退还聘礼并赠银百两，夫妻感激，准备前去叩谢。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,忠义,2,韩廷凤新婚之夜发现新娘江氏因丈夫病重被迫卖身，心生怜悯，退还婚书并赠银百两，送其回家团聚。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,离散,2,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,买卖,1,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,因果报应,1,吴惠泉将买来的孩童韩遇运送给韩廷凤为子，韩廷凤发现韩遇运正是自己失散多年的亲生儿子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,子嗣,1,吴惠泉夫妇跪谢韩廷凤恩情，韩廷凤解释不再娶妻，吴惠泉提议买子报恩，韩廷凤同意但要求远乡买子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,家国,1,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,战争,1,# 《硃砂痣》 （一名：《行善得子》）,keyword
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,报恩,1,吴惠泉夫妇跪谢韩廷凤恩情，韩廷凤解释不再娶妻，吴惠泉提议买子报恩，韩廷凤同意但要求远乡买子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,收养,1,吴惠泉归家途中遇金氏卖子，以五十两银子买下韩遇运为子，金氏含泪告别养子。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,贫寒,1,金氏因家贫欲卖韩遇运，韩遇运不愿，金氏告知其非亲生，韩遇运震惊，母子面临分离。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,身世,1,金氏因家贫欲卖韩遇运，韩遇运不愿，金氏告知其非亲生，韩遇运震惊，母子面临分离。,llm
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,道德抉择,1,韩廷凤新婚之夜发现新娘江氏因丈夫病重被迫卖身，心生怜悯，退还婚书并赠银百两，送其回家团聚。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,忠义,2,田单深夜掌灯巡街，命衙役盘查可疑之人。衙役甲、乙发现并捉拿一名犯夜者，准备向田单讨赏。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,权谋,2,伊立率校尉搜府，田单让田法章扮成小妹，与乳娘一同应对。伊立怀疑世子藏匿，田单周旋，伊立坚持要见田姑娘。,llm
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,亲情,1,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,公案,1,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,家国,1,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,情爱,1,# 《黄金台》；# （一名：《田单救主》；一名：《搜府盘关》；一名：《乐毅伐齐》）,keyword
