doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_index,scene,theme_stage,theme_label_raw,theme_label,theme_strength,theme_role_links,evidence,derived_by
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,4,【第四场】,【第四场】,冒险,冒险,1,二老军；众人；司马懿；司马昭；诸葛亮；赵云,诸葛亮在城楼抚琴，以空城计迷惑司马懿，使其疑有伏兵而退兵四十里，随后命赵云准备迎敌。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,【第五场】,智谋,权谋,1,司马懿；司马昭；报子；赵云,司马懿得知西城为空城，欲复夺城池，遭遇赵云阻截，司马懿因畏惧赵云而收兵撤退。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,5,【第五场】,【第五场】,威慑,威慑,1,司马懿；司马昭；报子；赵云,司马懿得知西城为空城，欲复夺城池，遭遇赵云阻截，司马懿因畏惧赵云而收兵撤退。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,【第六场】,智谋,权谋,1,司马懿；司马昭,司马懿与司马昭讨论空城计，司马懿懊悔自己胆怯，认为诸葛亮胆大，决定悄悄收兵。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,【第六场】,胆识,胆识,1,司马懿；司马昭,司马懿与司马昭讨论空城计，司马懿懊悔自己胆怯，认为诸葛亮胆大，决定悄悄收兵。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,6,【第六场】,【第六场】,悔悟,悔悟,1,司马懿；司马昭,司马懿与司马昭讨论空城计，司马懿懊悔自己胆怯，认为诸葛亮胆大，决定悄悄收兵。,llm
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,0,序幕/前置内容,序幕/前置内容,权谋,权谋,1,,# 《空城计》（一名：《抚琴退兵》）,keyword
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《空城计》（一名：《抚琴退兵》）,keyword
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《空城计》（一名：《抚琴退兵》）,keyword
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,0,序幕/前置内容,序幕/前置内容,喜剧,喜剧,1,,# 《空城计》（一名：《抚琴退兵》）,keyword
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《空城计》（一名：《抚琴退兵》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,1,【第一场】,【第一场】,忠义,忠义,1,杨继业,杨继业以鬼魂身份登场，念白表明其忠魂不灭，为后续剧情铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,1,【第一场】,【第一场】,鬼魂,幽冥,1,杨继业,杨继业以鬼魂身份登场，念白表明其忠魂不灭，为后续剧情铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,【第二场】,忠孝,忠义,1,孟良；家院；杨延昭；杨继业,杨延昭梦父杨继业托兆，告知前次盗骨为假，真骨在洪羊洞望乡台第三层，遂命孟良二下番营盗骨。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,【第二场】,托梦,托梦,1,孟良；家院；杨延昭；杨继业,杨延昭梦父杨继业托兆，告知前次盗骨为假，真骨在洪羊洞望乡台第三层，遂命孟良二下番营盗骨。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,2,【第二场】,【第二场】,盗骨,盗骨,1,孟良；家院；杨延昭；杨继业,杨延昭梦父杨继业托兆，告知前次盗骨为假，真骨在洪羊洞望乡台第三层，遂命孟良二下番营盗骨。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,【第三场】,忠义,忠义,1,家院；焦赞,家院告知焦赞，孟良所盗骨殖为假，真骨在洪羊洞望乡台。焦赞不满元帅只派孟良，假称染病，私自前往争功。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,【第三场】,争功,争功,1,家院；焦赞,家院告知焦赞，孟良所盗骨殖为假，真骨在洪羊洞望乡台。焦赞不满元帅只派孟良，假称染病，私自前往争功。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,3,【第三场】,【第三场】,情报,情爱,1,家院；焦赞,家院告知焦赞，孟良所盗骨殖为假，真骨在洪羊洞望乡台。焦赞不满元帅只派孟良，假称染病，私自前往争功。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,4,【第四场】,【第四场】,忠义,忠义,1,孟良,孟良独自上场，准备执行任务，为后续剧情发展做铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,4,【第四场】,【第四场】,使命,使命,1,孟良,孟良独自上场，准备执行任务，为后续剧情发展做铺垫。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,【第六场】,忠义,忠义,1,孟良；焦赞；程宣,孟良盘问更夫程宣，得知洪羊洞位置，并承诺带其回南朝。焦赞随后追来，程宣怀疑其欲害孟良，决定从小道报信。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,【第六场】,信任与猜疑,使命,1,孟良；焦赞；程宣,孟良盘问更夫程宣，得知洪羊洞位置，并承诺带其回南朝。焦赞随后追来，程宣怀疑其欲害孟良，决定从小道报信。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,6,【第六场】,【第六场】,身份认同,身份认同,1,孟良；焦赞；程宣,孟良盘问更夫程宣，得知洪羊洞位置，并承诺带其回南朝。焦赞随后追来，程宣怀疑其欲害孟良，决定从小道报信。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,7,【第七场】,【第七场】,忠义,忠义,1,孟良；程宣,孟良因误杀焦赞而羞愧自刎，程宣掩埋二人后，骑走两匹马离去。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,7,【第七场】,【第七场】,羞愧,羞愧,1,孟良；程宣,孟良因误杀焦赞而羞愧自刎，程宣掩埋二人后，骑走两匹马离去。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,7,【第七场】,【第七场】,死亡,悲情,1,孟良；程宣,孟良因误杀焦赞而羞愧自刎，程宣掩埋二人后，骑走两匹马离去。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,8,【第八场】,【第八场】,忠义,忠义,1,家院；杨延昭；程宣,程宣送来孟良盗取的令公尸骨，并告知孟良误杀焦赞后自刎洪羊洞，杨延昭闻讯悲痛呕血。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,8,【第八场】,【第八场】,悲壮,悲情,1,家院；杨延昭；程宣,程宣送来孟良盗取的令公尸骨，并告知孟良误杀焦赞后自刎洪羊洞，杨延昭闻讯悲痛呕血。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,8,【第八场】,【第八场】,牺牲,牺牲,1,家院；杨延昭；程宣,程宣送来孟良盗取的令公尸骨，并告知孟良误杀焦赞后自刎洪羊洞，杨延昭闻讯悲痛呕血。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,9,【第九场】,【第九场】,宫廷,宫廷,1,赵德芳,赵德芳在太监簇拥下登场，为后续剧情铺垫，未见明显冲突或推进。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,9,【第九场】,【第九场】,权力,权力,1,赵德芳,赵德芳在太监簇拥下登场，为后续剧情铺垫，未见明显冲突或推进。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,10,【第十场】,【第十场】,忠孝,忠义,1,佘太君；杨宗保；杨延昭；柴夫人；赵德芳,杨延昭病重，向赵德芳诉说因焦孟二将丧命而忧成病，临终前嘱托柴夫人侍奉母亲，并教训宗保忠心报国，最终去世。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,10,【第十场】,【第十场】,生死,悲情,1,佘太君；杨宗保；杨延昭；柴夫人；赵德芳,杨延昭病重，向赵德芳诉说因焦孟二将丧命而忧成病，临终前嘱托柴夫人侍奉母亲，并教训宗保忠心报国，最终去世。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,10,【第十场】,【第十场】,家族责任,使命,1,佘太君；杨宗保；杨延昭；柴夫人；赵德芳,杨延昭病重，向赵德芳诉说因焦孟二将丧命而忧成病，临终前嘱托柴夫人侍奉母亲，并教训宗保忠心报国，最终去世。,llm
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,0,序幕/前置内容,序幕/前置内容,忠义,忠义,1,,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《洪羊洞》；# （一名：《孟良盗骨》；一名：《三星归位》）,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,5,【第五场】,【第五场】,家国,家国,1,焦赞,焦赞独自上场，未见其他角色，本场为简短过渡，未展开具体情节或冲突。,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,5,【第五场】,【第五场】,亲情,亲情,1,焦赞,焦赞独自上场，未见其他角色，本场为简短过渡，未展开具体情节或冲突。,keyword
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,5,【第五场】,【第五场】,情爱,情爱,1,焦赞,焦赞独自上场，未见其他角色，本场为简短过渡，未展开具体情节或冲突。,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,忠义,忠义,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,权谋,权谋,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,家国,家国,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,公案,公案,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,喜剧,喜剧,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《三娘教子》（《双官诰》【前本】）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,1,【第一场】,【第一场】,冤屈,公案,1,刘世昌；张别古；赵大,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,1,【第一场】,【第一场】,求助,求助,1,刘世昌；张别古；赵大,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,1,【第一场】,【第一场】,贫富对比,贫富对比,1,刘世昌；张别古；赵大,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,1,【第一场】,【第一场】,因果报应,因果报应,1,刘世昌；张别古；赵大,张别古找赵大讨债，赵大炫耀财富并戏弄张别古。张别古回家途中，被刘世昌冤魂附于乌盆中求助，刘世昌诉说被赵大夫妻毒杀经过，恳求张别古带他去见包公伸冤。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,2,【第二场】,【第二场】,冤魂告状,幽冥,1,二衙役；刘世昌；包拯；张别古,张别古带乌盆到公堂告状，包拯起初不信乌盆说话，后经张别古转述，得知乌盆冤魂被门神所阻，包拯赏纸钱后，乌盆显灵陈述冤情，包拯下令传赵大夫妻到案。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,2,【第二场】,【第二场】,官断明冤,公案,1,二衙役；刘世昌；包拯；张别古,张别古带乌盆到公堂告状，包拯起初不信乌盆说话，后经张别古转述，得知乌盆冤魂被门神所阻，包拯赏纸钱后，乌盆显灵陈述冤情，包拯下令传赵大夫妻到案。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,2,【第二场】,【第二场】,因果报应,因果报应,1,二衙役；刘世昌；包拯；张别古,张别古带乌盆到公堂告状，包拯起初不信乌盆说话，后经张别古转述，得知乌盆冤魂被门神所阻，包拯赏纸钱后，乌盆显灵陈述冤情，包拯下令传赵大夫妻到案。,llm
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,0,序幕/前置内容,序幕/前置内容,权谋,权谋,1,,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,0,序幕/前置内容,序幕/前置内容,公案,公案,1,,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,0,序幕/前置内容,序幕/前置内容,离散,离散,1,,# 《乌盆计》 【后本】（一名：《奇冤报》；一名：《定远县》）,keyword
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,1,【第一场】,【第一场】,怀才不遇,怀才不遇,1,祢衡,祢衡登场，以引子抒发怀才不遇、看破兴亡的感慨，为后续骂曹铺垫孤傲性格与愤世情绪。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,1,【第一场】,【第一场】,愤世嫉俗,愤世嫉俗,1,祢衡,祢衡登场，以引子抒发怀才不遇、看破兴亡的感慨，为后续骂曹铺垫孤傲性格与愤世情绪。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,2,【第二场】,【第二场】,才傲与权谋,权谋,1,孔融；张辽；曹操；祢衡,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,2,【第二场】,【第二场】,羞辱与反抗,羞辱与反抗,1,孔融；张辽；曹操；祢衡,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,2,【第二场】,【第二场】,忠奸对立,忠义,1,孔融；张辽；曹操；祢衡,祢衡应孔融之荐见曹操，因曹操傲慢无礼而反唇相讥，痛骂曹操帐下文武皆为庸碌之辈，曹操怒而命其为鼓吏以辱之。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,3,【第四场】,【第四场】,忠奸对立,忠义,1,二旗牌；四朝官；张辽；曹操；曹操四朝官曹操旗牌曹操旗牌祢衡；朝官丁；朝官丙；朝官乙；朝官甲；祢衡,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,3,【第四场】,【第四场】,士人尊严,士人尊严,1,二旗牌；四朝官；张辽；曹操；曹操四朝官曹操旗牌曹操旗牌祢衡；朝官丁；朝官丙；朝官乙；朝官甲；祢衡,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,3,【第四场】,【第四场】,权力压制,权力压制,1,二旗牌；四朝官；张辽；曹操；曹操四朝官曹操旗牌曹操旗牌祢衡；朝官丁；朝官丙；朝官乙；朝官甲；祢衡,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,3,【第四场】,【第四场】,智勇抗争,智勇抗争,1,二旗牌；四朝官；张辽；曹操；曹操四朝官曹操旗牌曹操旗牌祢衡；朝官丁；朝官丙；朝官乙；朝官甲；祢衡,祢衡被曹操屈为鼓吏，借击鼓之机痛骂曹操奸佞，历数其浊，曹操怒而命其往荆州说刘表，祢衡被迫应允。,llm
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《打鼓骂曹》 （一名：《群臣宴》）,keyword
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,1,【第一场】,【第一场】,忠奸之辨,忠义,1,曹操；班头乙；班头甲；门子；陈宫,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,1,【第一场】,【第一场】,英雄相惜,英雄相惜,1,曹操；班头乙；班头甲；门子；陈宫,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,1,【第一场】,【第一场】,谋略与言辞,权谋,1,曹操；班头乙；班头甲；门子；陈宫,陈宫审问被捕的曹操，曹操以言辞打动陈宫，陈宫决定弃官与曹操一同逃亡，共谋讨伐董卓。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,2,【第二场】,【第二场】,猜疑,猜疑,1,吕伯奢；家人；曹操；童儿；陈宫,曹操与陈宫路遇吕伯奢，被邀至庄中。吕伯奢外出沽酒，曹操疑其告密，不顾陈宫劝阻，执意提剑欲杀吕家满门。,llm
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,2,【第二场】,【第二场】,忠义,忠义,1,吕伯奢；家人；曹操；童儿；陈宫,曹操与陈宫路遇吕伯奢，被邀至庄中。吕伯奢外出沽酒，曹操疑其告密，不顾陈宫劝阻，执意提剑欲杀吕家满门。,llm
