doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,source,target,relation_type,weight,merged_relation_types,evidence,derived_by,llm_confidence
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,报子,诸葛亮,汇报,3,,三次报信：马谡失街亭、司马懿复夺西城、大兵离西城四十余里,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,诸葛亮,童儿,命令,3,同场共现；命令；对话,命童儿带定瑶琴美酒随往敌楼,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,报子,司马懿,汇报,2,对话；汇报,报子报告西城为空城,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,旗牌,童儿,对话,2,,"手捧地理图,报与丞相知。",adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,童儿,旗牌,对话,2,,什么人?,adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,童儿,诸葛亮,同场共现,2,同场共现；对话,（二童儿同上，诸葛亮上。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,老军,诸葛亮,同场共现,2,同场共现；对话,（二老军同下，诸葛亮下城。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,诸葛亮,老军,命令,2,,命老军打开四门，打扫街道，不要害怕,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,赵云,诸葛亮,对话,2,,参见丞相。,adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,龙套,报子,同场共现,2,,（四龙套、司马懿、司马师、司马昭同上。报子上。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,众人,司马懿,对话,1,,喝!,adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,众人,诸葛亮,对话,1,,哦。,adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,众人,赵云,同场共现,1,,（众人同允。四上手引赵云同上，两下会阵。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马师,报子,同场共现,1,,（四龙套、司马懿、司马师、司马昭同上。报子上。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马师,赵云,同场共现,1,,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马懿,众人,对话,1,,"坐在马上来观定,城楼上坐的是诸葛孔明。左右琴童来捧酒,打扫街道老弱残兵。我本当传将令杀进城,",adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马懿,报子,同场共现,1,,（四龙套、司马懿、司马师、司马昭同上。报子上。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马懿,老军,对话,1,,"待我说破于他。诸葛亮呀,诸葛孔明,你实城也罢,空城也罢,你司马老爷是不进城了。请呀请呀!",adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马昭,报子,同场共现,1,,（四龙套、司马懿、司马师、司马昭同上。报子上。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,司马昭,赵云,同场共现,1,,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,老军,司马懿,汇报,1,,启禀丞相:司马懿人马倒退四十余里。,mention,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,诸葛亮,马谡,评价,1,,悔不听先帝之言，错用马谡,llm,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,赵云,司马懿,对话,1,,常山赵云。,adjacency,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,赵云,龙套,同场共现,1,,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,龙套,司马懿,同场共现,1,,（四白龙套同上，司马懿、司马师、司马昭同上，急急风过场，同下。）,stage_direction,
pdf_01000000__01001001___b0ac065467,空城计,01000000,1000000,《戏考》,《戏考》（1000000）,01001001,空城计,龙套,赵云,同场共现,1,,（四龙套、司马懿、司马师、司马昭同下。四上手、赵云同下。）,stage_direction,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,程宣,杨延昭,汇报,17,对话；汇报,程宣向杨延昭报告孟良、焦赞死讯,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,程宣,命令,16,命令；对话；提及,杨延昭命令程宣小心护送尸骨,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,孟良,命令,14,命令；对话；提及,"哎呀!听说是二贤弟命丧北洲,焦赞,孟良,哎呀!",llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,孟良,杨延昭,对话,9,对话；服从,"不听皇王诏宣,单听杨家令传。",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,孟良,程宣,命令,9,命令；对话；旁观,孟良盘问程宣并承诺带其回南朝,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,程宣,孟良,协助,8,协助；对话,程宣告知洪羊洞位置并决定报信,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,赵德芳,汇报,6,对话；汇报,杨延昭向赵德芳诉说病情起因及焦孟丧命,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨宗保,赵德芳,对话,5,,迎接千岁。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,杨宗保,命令,5,同场共现；命令；对话,杨延昭教训宗保必须忠心扶保乾坤,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,柴夫人,命令,5,命令；对话；提及；礼节/隶属,杨延昭嘱托柴夫人早晚间侍奉娘亲,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,赵德芳,杨宗保,对话,5,,来至在郡马府忙下金镫，（四大铠、大太监同下。）,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,家院,焦赞,汇报,4,对话；汇报,忙将机密事，报与老爷知。,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,家院,对话,4,,"适才间遇我父来到宋营,醒来时不由我遍体汗淋。",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,焦赞,命令,4,命令；提及,"哎呀!听说是二贤弟命丧北洲,焦赞,孟良,哎呀!",mention,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨继业,杨延昭,对话,4,告知；对话,听谯楼打罢了三更时分，,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,家院,杨延昭,对话,3,,元帅醒来。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,焦赞,家院,命令,3,命令；对话,家院，倘若元帅要问，就说我染病在床。,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,焦赞,程宣,命令,3,命令；对话,焦赞喝问程宣是否看见红脸大汉,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,赵德芳,杨延昭,对话,3,,带路。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,佘太君,杨延昭,对话,2,,我儿醒来。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,佘太君,柴夫人,对话,2,,"听说宗保一声请,",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,孟良,焦赞,对话,2,对话；礼节/隶属,"等你孟二爷回来,将你带回南朝。",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,佘太君,对话,2,,"我面前站定了许多鬼魂。焦克明在一旁心怀愤愤,那孟、孟、孟佩仓笑嘻嘻,拱手相迎。小岳胜在一旁威风凛凛,啊,",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,程宣,焦赞,评价,2,对话；评价,程宣认为焦赞不是好人，定是刺杀孟二爷的,llm,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,家院,孟良,对话,1,,孟二爷进帐。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,家院,程宣,对话,1,,"小番,元帅传你,小心了。",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨宗保,佘太君,对话,1,,有请祖母、娘亲。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨宗保,杨延昭,对话,1,,爹爹吓!,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨延昭,杨继业,对话,1,,"猛抬头又只见去世爹尊。曾记得两狼山何等光景,哪有个人死后又能复生。父子们重相逢犹如破镜,",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,杨继业,家院,对话,1,,"我的儿休贪睡细听分明:儿前番盗父的尸骸回郡,这都是萧天佐弄假成真。父尸骸在北国洪羊洞,望乡台第三层那才是真。父本当与我儿多把话论,怕的是天明亮难以回程。",adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,柴夫人,佘太君,对话,1,,急忙上前问分明。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,柴夫人,杨延昭,对话,1,,哎呀!,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,柴夫人,赵德芳,对话,1,,怎不叫人痛在心。,adjacency,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,焦赞,孟良,提及,1,,"元帅做事差又差,差了孟良不差咱。家院带过爷的马,这场功劳岂让他。",mention,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,赵德芳,佘太君,劝阻,1,,赵德芳劝太君休要珠泪淋淋，表示千斤担由他担承,llm,
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,刘世昌,张别古,协助,9,协助；同场共现；对话；提及,刘世昌冤魂向张别古诉说冤情，恳求他带自己去见包公,llm_refined,0.95
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,张别古,刘世昌,协助,8,协助；对话,张别古最终答应带乌盆去见官伸冤,llm_refined,0.95
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,张别古,赵大,对抗,6,对抗；对话；提及,"我打草鞋为生,城南赵大,该我两双草鞋钱,我跟他去要债,他没有钱,给了我一个盆。走在半路,这个盆说了话,乌盆它有冤枉。",llm_refined,0.9
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,张别古,包拯,汇报,5,对话；汇报,张别古向包拯陈述乌盆说话及冤情。,llm_refined,0.95
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,包拯,张别古,命令,4,命令；对话,包拯赏纸钱并下令打张别古五板。,llm_refined,0.9
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,赵大,张别古,对抗,4,对话,忽听叫赵大，胆战又如麻。纵然将事发，我有钱也不怕。,llm_refined,0.85
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,刘世昌,赵大,对抗,3,命令；对抗,"务农为本颇有家财。奉母命上京去做买卖,贩卖绸缎倒也生财。主仆离家有一载,归清账目转回家来。行至在定远县关外,忽然间大雨就洒下来。路过了赵大窑门外,借宿谁知惹祸灾",llm_refined,0.85
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,包拯,二衙役,命令,3,对话,"官居县令,与黎民,判断冤情。",llm_refined,0.7
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,二衙役,包拯,对话,2,,未曾说话。,llm_refined,0.5
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,二衙役,张别古,对话,2,,将放告牌抬出。,llm_refined,0.6
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,包拯,刘世昌,命令,2,,包拯两次呼唤乌盆，试图让其说话。,llm_refined,0.9
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,张别古,二衙役,对话,2,,"回禀太爷的话,小老儿姓张,我也不是弓长张,也不是立早章,我是骡子撒料一张一张那个张;别我也不是特别的别,也不是辞别的别,是往后头别的别;这个古,也不是古来的古,",llm_refined,0.7
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,刘世昌,家人,提及,1,,"劈头盖脸洒下来,奇臭难闻我的口难开。恨赵大夫妻将我害,害得我一家人两离分开。老母望儿儿不在,妻子盼夫夫不能够归来。好一似失针归大海,要相逢除非是梦里阳台。望求老",llm_refined,0.8
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,曹操,祢衡,命令,37,命令；对话；提及,祢衡可曾唤到?,llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,祢衡,曹操,对抗,36,命令；对抗；对话；提及,"楚汉相争动枪刀。项羽无谋落圈套,九里山前韩信高。数尽失志乌江道,盖世英雄无下稍。高祖咸阳登大宝,一统山河乐唐尧。四百年来国运消,献帝皇爷坐九朝。后来出了奸曹操,",llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,四朝官,祢衡,提及,14,劝阻；对话；提及,"丞相息怒且听候,顺说祢衡往荆州。",mention,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,曹操,四朝官,协助,14,协助；对话,曹操请四朝官赴宴，并请他们劝祢衡,llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,四朝官,曹操,对话,13,,"丞相在上,我等大礼参拜。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,孔融,祢衡,命令,9,协助；命令；对话；提及；礼节/隶属,"祢衡先生我请到,见了丞相说根苗。",mention,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,二旗牌,祢衡,对抗,8,对抗；对话,二旗牌斥责祢衡破衣褴衫、赤身露体,llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,曹操,张辽,命令,7,命令；对话,曹操命张辽将祢衡赶出帐去。,llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,祢衡,二旗牌,对话,7,,"破鞋褴衫摆摆摇。怒气不息往上跑,",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,祢衡,四朝官,对话,7,,"列位,未曾开言心头恨,尊声列位听分明:",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,张辽,曹操,对话,6,,"一封书信忙修起,见了丞相说端的。参见丞相。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,张辽,祢衡,对抗,6,对抗；对话,张辽拔剑欲杀祢衡，被曹操阻止。,llm,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,孔融,曹操,对话,5,,"祢衡先生我请到,见了丞相说根苗。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,祢衡,孔融,对话,4,,"相府门前杀气高,密密层层摆枪刀。画阁雕梁双凤绕,赛似天子九龙朝。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,张辽,四朝官,对话,3,,"吓,列位大人。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,曹操,孔融,对话,3,,少礼请坐。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,祢衡,张辽,对话,3,,"你且听道:荀彧、荀攸,可使吊丧问奠;郭嘉、程昱,只好看墓守坟;李典、乐进,只好牧羊放马;许褚、张辽......",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,四朝官,张辽,对话,2,,请。正是:,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,张辽,孔融,对话,2,,想必来也。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,朝官甲,四朝官,对话,2,,请了。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,二旗牌,四朝官,对话,1,,丞相命你擂鼓三通。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,二旗牌,曹操,对话,1,,鼓吏到。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,四朝官,众人,对话,1,,"众人停杯望下廊,丞相为何怒一旁?",mention,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,四朝官,朝官甲,对话,1,,请了。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,孔融,张辽,对话,1,,"祢衡先生性太傲,险些儿项上吃一刀。",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,曹操,二旗牌,对话,1,,命他擂鼓三通。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,朝官丁,朝官甲,对话,1,,还读五车书。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,朝官丙,朝官丁,对话,1,,"要知今古事,",adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,朝官乙,朝官丙,对话,1,,夜读七篇诗。,adjacency,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,朝官甲,朝官乙,对话,1,,"日观三千策,",adjacency,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,陈宫,曹操,对抗,10,劝阻；协助；对抗；对话；评价,陈宫审问曹操，指责其行刺董卓,llm_refined,0.9
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,曹操,陈宫,命令,9,劝阻；命令；对抗；对话；试探,曹操让陈宫一同上马、一同投宿,llm_refined,0.85
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,曹操,吕伯奢,对抗,5,对抗；对话；试探,曹操错杀吕伯奢，并解释斩草除根,llm_refined,0.8
