doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01006001___9c7557117a,连营寨,四长枪,pdf_01000000__01006001___9c7557117a__char__9ddfaa9417,3,3,0.0882,0.0181,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,操演,pdf_01000000__01006001___9c7557117a__char__b4de58900e,3,3,0.0882,0.0181,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,内喊,pdf_01000000__01006001___9c7557117a__char__699d4def88,3,3,0.0882,0.0181,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,报子,pdf_01000000__01006001___9c7557117a__char__3fa70669ba,2,7,0.0588,0.0422,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,赵云,pdf_01000000__01006001___9c7557117a__char__247a254dc0,2,5,0.0588,0.0301,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,徐盛,pdf_01000000__01006001___9c7557117a__char__18e6574b5c,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,八红小军,pdf_01000000__01006001___9c7557117a__char__6ab650059c,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,四大铠,pdf_01000000__01006001___9c7557117a__char__5d9a46dfa1,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,四蛮兵同放箭,pdf_01000000__01006001___9c7557117a__char__171562fd72,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,甘宁带箭,pdf_01000000__01006001___9c7557117a__char__20fbe15abc,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,甘宁追,pdf_01000000__01006001___9c7557117a__char__ef26a261a2,2,2,0.0588,0.012,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,关羽,pdf_01000000__01006001___9c7557117a__char__c0822f057d,1,4,0.0294,0.0241,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,张飞,pdf_01000000__01006001___9c7557117a__char__ba6bf05aaa,1,4,0.0294,0.0241,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,徐盛同允,pdf_01000000__01006001___9c7557117a__char__ca96a2a02b,1,1,0.0294,0.006,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,周瑜,pdf_01000000__01006001___9c7557117a__char__268942eaac,1,1,0.0294,0.006,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,旗牌,pdf_01000000__01006001___9c7557117a__char__a2c8c64ace,1,1,0.0294,0.006,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,童儿,pdf_01000000__01006001___9c7557117a__char__fe7151cd25,1,1,0.0294,0.006,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,诸葛亮,pdf_01000000__01006001___9c7557117a__char__f0b0f96a33,1,1,0.0294,0.006,relations_aggregated
pdf_01000000__01006001___9c7557117a,连营寨,周泰同允,pdf_01000000__01006001___9c7557117a__char__4c1694bbce,1,1,0.0294,0.006,relations_aggregated
