doc_id,doc_title,source_file,source_path,relative_path,batch_id,scene_index,scene,line_no,row_type,line_category,speaker,cue,perform_type,perform_subtype,action_tags,participants,text,raw_line
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,71,dialogue,dialogue,韩廷凤,白,白,白,念白,韩廷凤,哎呀！,韩廷凤 （白） 哎呀！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,73,dialogue,dialogue,,二黄慢板,唱,二黄慢板,上,二黄慢板）；只见她愁眉皱泪流脸,只见她愁眉皱泪流脸上，,（二黄慢板） 只见她愁眉皱泪流脸上，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,75,narration,narration,,,说明,,,莫不是嫌我老难配鸾凰,莫不是嫌我老难配鸾凰？,莫不是嫌我老难配鸾凰？
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,77,dialogue,dialogue,江氏,白,白,白,念白,江氏,不是。,江氏 （白） 不是。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,79,dialogue,dialogue,韩廷凤,二黄原板,唱,二黄原板,,韩廷凤,要穿衣锦绣衫任你掉样，,韩廷凤 （二黄原板） 要穿衣锦绣衫任你掉样，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,81,narration,narration,,,说明,,,你有甚心中事细说端详；这有何妨,你有甚心中事细说端详，这有何妨？,你有甚心中事细说端详，这有何妨？
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,83,dialogue,dialogue,江氏,白,白,白,禀；念白,江氏,大老爷启禀！,江氏 （白） 大老爷启禀！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,85,dialogue,dialogue,,二黄原板,唱,二黄原板,,二黄原板）；未开言不由人泪如雨降,未开言不由人泪如雨降，,（二黄原板） 未开言不由人泪如雨降，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,87,narration,narration,,,说明,,上；下；来；去；答；报；命；道；收,韩廷凤；江氏；院子,"<table><tr><td></td><td></td><td>尊一声大老爷细听端详:奴丈夫病沉疴久卧床上,因此上少银钱变卖妻房。我岂肯贪富贵痴心妄想,可怜我好夫妻两下离分。大老爷开大恩将奴释放,纵死在九泉下瞑目不忘。</td></tr><tr><td rowspan=""2"">韩廷凤</td><td>(白)(二黄摇板)</td><td>呀!听她言伊现有妇随夫唱,怎奈我两下里拆散鸳鸯。再不要做恶事天在头上,自情愿伴孤灯永守空房。</td></tr><tr><td>(白)</td><td>院子哪里?</td></tr><tr><td colspan=""3"">(家院上。)</td></tr><tr><td>家院</td><td>(白)</td><td>老爷何事?</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你可将这女子送回,聘礼不要,再取银子一百两,送她到家,全她夫妻恩情,以完这女子贞节之名。</td></tr><tr><td>家院</td><td>(白)</td><td>晓得。</td></tr><tr><td>江氏</td><td>(白)</td><td>既蒙老爷开恩仗义,不肯收留,又叨恩赐,容小妇人叩谢。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>不消了。</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>救命银是我夫重生父样,全贞节是难妇再世爹娘。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>回来。</td></tr><tr><td>江氏</td><td>(白)</td><td>是。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你这婚书在此。</td></tr><tr><td>江氏</td><td>(白)</td><td>但凭恩人。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>当面烧化了吧!</td></tr><tr><td rowspan=""2"">江氏</td><td>(白)</td><td>多谢恩人。</td></tr><tr><td>(二黄摇板)</td><td>积阴功救难妇放开罗网,回家去同丈夫答报商量。</td></tr><tr><td colspan=""3"">(家院领江氏同下。)</td></tr><tr><td>韩廷凤</td><td>(二黄摇板)</td><td>她言道本丈夫染病在床,因此上卖了她好度日光。将他人比自己俱是一样,善与恶自有那天理昭彰。</td></tr><tr><td colspan=""3"">(韩廷凤下。)</td></tr></table>","<table><tr><td></td><td></td><td>尊一声大老爷细听端详:奴丈夫病沉疴久卧床上,因此上少银钱变卖妻房。我岂肯贪富贵痴心妄想,可怜我好夫妻两下离分。大老爷开大恩将奴释放,纵死在九泉下瞑目不忘。</td></tr><tr><td rowspan=""2"">韩廷凤</td><td>(白)(二黄摇板)</td><td>呀!听她言伊现有妇随夫唱,怎奈我两下里拆散鸳鸯。再不要做恶事天在头上,自情愿伴孤灯永守空房。</td></tr><tr><td>(白)</td><td>院子哪里?</td></tr><tr><td colspan=""3"">(家院上。)</td></tr><tr><td>家院</td><td>(白)</td><td>老爷何事?</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你可将这女子送回,聘礼不要,再取银子一百两,送她到家,全她夫妻恩情,以完这女子贞节之名。</td></tr><tr><td>家院</td><td>(白)</td><td>晓得。</td></tr><tr><td>江氏</td><td>(白)</td><td>既蒙老爷开恩仗义,不肯收留,又叨恩赐,容小妇人叩谢。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>不消了。</td></tr><tr><td>江氏</td><td>(二黄摇板)</td><td>救命银是我夫重生父样,全贞节是难妇再世爹娘。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>回来。</td></tr><tr><td>江氏</td><td>(白)</td><td>是。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>你这婚书在此。</td></tr><tr><td>江氏</td><td>(白)</td><td>但凭恩人。</td></tr><tr><td>韩廷凤</td><td>(白)</td><td>当面烧化了吧!</td></tr><tr><td rowspan=""2"">江氏</td><td>(白)</td><td>多谢恩人。</td></tr><tr><td>(二黄摇板)</td><td>积阴功救难妇放开罗网,回家去同丈夫答报商量。</td></tr><tr><td colspan=""3"">(家院领江氏同下。)</td></tr><tr><td>韩廷凤</td><td>(二黄摇板)</td><td>她言道本丈夫染病在床,因此上卖了她好度日光。将他人比自己俱是一样,善与恶自有那天理昭彰。</td></tr><tr><td colspan=""3"">(韩廷凤下。)</td></tr></table>"
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,89,narration,narration,,,说明,,,【第二场】,# 【第二场】,# 【第二场】
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,91,stage_direction,stage_direction,,吴惠泉上。,做,吴惠泉上。,上,吴惠泉,,（吴惠泉上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,93,dialogue,dialogue,吴惠泉,二黄摇板,唱,二黄摇板,坐,吴惠泉,孤单单病奄奄坐卧病床，,吴惠泉 （二黄摇板） 孤单单病奄奄坐卧病床，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,95,stage_direction,stage_direction,,家院、江氏同上。,做,家院、江氏同上。,上,江氏,,（家院、江氏同上。）
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,97,dialogue,dialogue,江氏,二黄摇板,唱,二黄摇板,道,江氏,黑夜里蒙送我重归故道，,江氏 （二黄摇板） 黑夜里蒙送我重归故道，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,99,narration,narration,,,说明,,来,好一似失群雁又来旧巢,好一似失群雁又来旧巢。,好一似失群雁又来旧巢。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,101,dialogue,dialogue,,白,白,白,来；请；念白,白）；来此已是我家门首；请站一时,来此已是我家门首，请站一时。,（白） 来此已是我家门首，请站一时。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,103,dialogue,dialogue,家院,白,白,白,念白,家院,是。,家院 （白） 是。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,105,dialogue,dialogue,江氏,白,白,白,念白,江氏,丈夫开门。,江氏 （白） 丈夫开门。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,107,dialogue,dialogue,吴惠泉,白,白,白,念白,吴惠泉,呀！,吴惠泉 （白） 呀！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,109,dialogue,dialogue,,二黄摇板,唱,二黄摇板,叫,二黄摇板）；猛听得叫丈夫轻言俊俏,猛听得叫丈夫轻言俊俏，,（二黄摇板） 猛听得叫丈夫轻言俊俏，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,111,narration,narration,,,说明,,,想是我梦魂中心神颠倒,想是我梦魂中心神颠倒。,想是我梦魂中心神颠倒。
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,113,dialogue,dialogue,江氏,白,白,白,念白,江氏,开门！,江氏 （白） 开门！
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,115,dialogue,dialogue,吴惠泉,二黄摇板,唱,二黄摇板,,吴惠泉；江氏,这声音似我妻江氏多姣，,吴惠泉 （二黄摇板） 这声音似我妻江氏多姣，
pdf_01000000__01001009___abd1be1808,硃砂痣,01001009_硃砂痣.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001009_硃砂痣.pdf,01000000/01001009_硃砂痣.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,117,stage_direction,stage_direction,,吴惠泉开门。,做,吴惠泉开门。,,吴惠泉,,（吴惠泉开门。）
