doc_id,source_file,source_path,relative_path,batch_id,scene_index,scene,line_no,row_type,line_category,speaker,cue,text,raw_line
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,79,dialogue,dialogue,二老军,同白,,二老军 （同白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,81,dialogue,dialogue,老军甲,念,,老军甲 （念）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,83,dialogue,dialogue,老军乙,念,,老军乙 （念）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,85,dialogue,dialogue,二老军,同白,,二老军 （同白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,87,dialogue,dialogue,诸葛亮,白,,诸葛亮 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,89,dialogue,dialogue,二老军,同白,,二老军 （同白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,91,dialogue,dialogue,诸葛亮,白,,诸葛亮 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,93,dialogue,dialogue,二老军,同白,,二老军 （同白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,95,dialogue,dialogue,诸葛亮,白,,诸葛亮 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,97,dialogue,dialogue,二老军,同白,,二老军 （同白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,99,dialogue,dialogue,老军甲,念,,老军甲 （念）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,101,dialogue,dialogue,老军乙,念,,老军乙 （念）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,103,stage_direction,stage_direction,,二老军下。,,（二老军下。）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,105,dialogue,dialogue,诸葛亮,白,,诸葛亮 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,107,stage_direction,stage_direction,,童儿允。,,（童儿允。）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,109,dialogue,dialogue,诸葛亮,白,,诸葛亮 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,111,dialogue,dialogue,童儿,白,,童儿 （白）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,113,dialogue,dialogue,诸葛亮,叫头,（西皮摇板）,诸葛亮 （叫头）（西皮摇板）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,115,stage_direction,stage_direction,,诸葛亮下。,,（诸葛亮下。）
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,117,narration,narration,,,营扎寨。怎么你不听我言，偏偏在山顶扎寨？只恐街亭难保。,营扎寨。怎么你不听我言，偏偏在山顶扎寨？只恐街亭难保。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,119,narration,narration,启禀丞相,,马谡失守街亭。,启禀丞相：马谡失守街亭。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,121,narration,narration,,,再探！,再探！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,123,narration,narration,,,得令。,得令。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,125,narration,narration,,,如何，果然把街亭失守了。虽然马谡失守街亭，乃是我诸葛亮之罪也。,如何，果然把街亭失守了。虽然马谡失守街亭，乃是我诸葛亮之罪也。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,127,narration,narration,,,司马懿带兵复夺西城。,司马懿带兵复夺西城。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,129,narration,narration,,,再探！,再探！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,131,narration,narration,,,得令。,得令。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,133,narration,narration,,,果然，司马带兵复夺西城。哎，想先帝在白帝城托孤之时，言道：马谡言过其 实，终无大用。悔不听先帝之言，错用马谡，失守街亭，我是悔之晚矣！,果然，司马带兵复夺西城。哎，想先帝在白帝城托孤之时，言道：马谡言过其 实，终无大用。悔不听先帝之言，错用马谡，失守街亭，我是悔之晚矣！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,135,narration,narration,,,司马懿大兵离西城还有四十余里。,司马懿大兵离西城还有四十余里。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,137,narration,narration,,,再探！,再探！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,139,narration,narration,,,得令。,得令。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,141,narration,narration,,,嗳，司马懿的大兵，他来得好快呀！哽，他来得好快呀！人道司马用兵如神，今日一见，是令人可服，令人可敬。,嗳，司马懿的大兵，他来得好快呀！哽，他来得好快呀！人道司马用兵如神，今日一见，是令人可服，令人可敬。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,143,narration,narration,,,哎呀，且住。说什么令人可服，令人可敬？想这西城的兵将，俱被山人调遣在外，司马懿大兵到此，难道叫我军束手就擒，这束手就擒！,哎呀，且住。说什么令人可服，令人可敬？想这西城的兵将，俱被山人调遣在外，司马懿大兵到此，难道叫我军束手就擒，这束手就擒！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,145,narration,narration,,,来，,来，
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,147,narration,narration,,,传老军们进见。,传老军们进见。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,149,narration,narration,,,传老军们进见。,传老军们进见。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,151,narration,narration,,,哽唬！,哽唬！
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,153,narration,narration,,,司马兵到，,司马兵到，
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,155,narration,narration,,,心惊肉跳。,心惊肉跳。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,157,narration,narration,,,参见丞相。,参见丞相。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,159,narration,narration,,,罢了。,罢了。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,161,narration,narration,,,唤小人们进帐，有何差遣？,唤小人们进帐，有何差遣？
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,163,narration,narration,,,你们可是西城的老军？,你们可是西城的老军？
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,165,narration,narration,,,正是。,正是。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,167,narration,narration,,,你等将西城四门大开，打扫街道。司马懿大兵到此，不要害怕，违令者斩。,你等将西城四门大开，打扫街道。司马懿大兵到此，不要害怕，违令者斩。
pdf_01000000__01001001___b0ac065467,01001001_空城计.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001001_空城计.pdf,01000000/01001001_空城计.pdf,5e707aee-84dc-437f-ace5-4339d17a4514,0,序幕/前置内容,169,narration,narration,,,丞相吩咐我，,丞相吩咐我，
